"","Player","Offense","Defense","Ovr","OffTO_multiplied","OReb_multiplied","OTS_multiplied","DefTO_multiplied","DReb_multiplied","DTS_multiplied","season1","season2"
"3009","Lonnie Walker IV",-0.95,-1,-1.95,0.4,-0.84,-0.22,-0.05,-0.43,-0.04,2018,2020
"3010","Marvin Bagley III",-0.62,-1.34,-1.95,-0.16,1.19,-1.71,-1.31,-0.36,0.29,2018,2020
"3011","Terrance Ferguson",-0.64,-1.34,-1.98,-0.16,-0.56,0.24,-0.45,0.59,-1.3,2018,2020
"3012","Greg Monroe",-1.78,-0.21,-1.99,-0.14,0.68,-2.51,-0.1,-0.09,-0.07,2018,2020
"3013","JaVale McGee",-1.02,-0.97,-1.99,-1.22,0.33,-0.06,-0.96,0.07,-0.04,2018,2020
"3014","Torrey Craig",0.27,-2.29,-2.02,-0.24,1.53,-0.96,-1.07,-0.5,-0.63,2018,2020
"3015","Marcin Gortat",-1.55,-0.47,-2.02,-0.81,-0.39,-0.6,-0.36,-0.34,0.12,2018,2020
"3016","Nicolo Melli",-0.92,-1.12,-2.04,-0.36,-0.32,-0.34,0.12,0.2,-1.64,2018,2020
"3017","Justin Holiday",-1.51,-0.55,-2.06,0.1,-1.48,-0.27,0.37,-1.09,-0.03,2018,2020
"3018","Jonathon Simmons",-1.57,-0.52,-2.09,-0.95,-0.4,-0.07,-0.02,-0.05,-0.55,2018,2020
"3019","Chandler Parsons",-1.84,-0.29,-2.14,0.14,-0.45,-1.3,-0.07,0.02,-0.11,2018,2020
"3020","Iman Shumpert",-1.29,-0.85,-2.15,-0.28,0.02,-1.16,0.38,-0.54,-0.55,2018,2020
"3021","Josh Jackson",-1.68,-0.5,-2.18,-0.62,0.3,-1.49,0.61,-1.26,-0.09,2018,2020
"3022","Michael Frazier II",-1.78,-0.44,-2.22,-0.22,-0.42,-1.01,0.55,-0.15,-0.96,2018,2020
"3023","Brandon Knight",-0.82,-1.4,-2.22,0.51,-0.92,-0.17,-0.51,1,-2.03,2018,2020
"3024","Elie Okobo",-1.6,-0.64,-2.24,-0.13,-0.12,-1.28,0.54,-0.83,-0.56,2018,2020
"3025","Dwyane Wade",-1.39,-0.87,-2.25,0.28,0.71,-2.24,-0.08,-1.63,0.74,2018,2020
"3026","Glenn Robinson III",-0.3,-1.98,-2.29,-0.44,0.42,-0.48,0.3,-0.27,-1.72,2018,2020
"3027","Tyler Herro",-0.69,-1.62,-2.3,-0.49,0.15,-0.25,-0.79,-0.08,-0.48,2018,2020
"3028","Wade Baldwin IV",-1.67,-0.66,-2.33,-0.22,-0.17,-1.22,-0.21,-0.09,-0.21,2018,2020
"3029","Nic Claxton",-1.41,-0.93,-2.34,-0.27,-0.42,-0.64,-0.11,-0.54,-0.07,2018,2020
"3030","Dirk Nowitzki",-1.65,-0.69,-2.34,0.2,-0.74,-1.15,-1.37,0.77,-0.05,2018,2020
"3031","Stanley Johnson",-5.53,3.18,-2.34,-1.22,-0.33,-4,0.12,0.36,2.43,2018,2020
"3032","Jerian Grant",-1.61,-0.8,-2.41,-0.08,-0.56,-1.04,0.07,-0.08,-0.97,2018,2020
"3033","Alec Burks",-1.18,-1.23,-2.41,0.6,-0.16,-1.51,-0.73,-0.27,-0.27,2018,2020
"3034","Jon Leuer",-2.38,-0.03,-2.41,-0.15,-0.28,-1.65,0.04,0.23,-0.58,2018,2020
"3035","Sterling Brown",-1.82,-0.63,-2.45,-0.61,-0.73,-0.66,-0.47,0.14,-0.11,2018,2020
"3036","Drew Eubanks",-1.55,-0.9,-2.45,-1.24,-0.02,-0.37,-0.27,0.69,-1.37,2018,2020
"3037","James Johnson",-0.93,-1.58,-2.51,0,-0.45,-0.29,-0.73,0.38,-0.99,2018,2020
"3038","Thon Maker",-2.16,-0.38,-2.53,-0.18,-0.05,-1.73,0.35,-1.16,0.32,2018,2020
"3039","Cristiano Felicio",0.73,-3.27,-2.54,-0.6,0.65,0.53,-0.68,0.01,-2.57,2018,2020
"3040","Admiral Schofield",-1.23,-1.33,-2.56,-0.01,-0.06,-1.17,0.1,-0.91,-0.04,2018,2020
"3041","Wesley Johnson",-1.7,-0.87,-2.56,-0.18,-0.36,-1.2,-0.31,0.04,-0.52,2018,2020
"3042","Lance Thomas",-2.18,-0.41,-2.59,0.84,-0.91,-2.11,-1.02,0.9,-0.65,2018,2020
"3043","Devin Harris",-1.11,-1.5,-2.61,0.38,0.57,-2.18,-0.2,0.08,-1.31,2018,2020
"3044","Norvel Pelle",-0.78,-1.83,-2.61,-0.47,0.1,-0.42,-0.35,-0.63,-0.64,2018,2020
"3045","Frank Mason III",-1.62,-1.02,-2.64,0.18,-0.34,-1.31,0.29,0.24,-1.54,2018,2020
"3046","Patrick Patterson",-1.78,-0.86,-2.64,-0.65,-0.15,-0.88,0.02,-0.34,-0.54,2018,2020
"3047","Jeremy Lin",-2.5,-0.14,-2.65,-1.06,-0.13,-0.99,0.06,0.36,-0.61,2018,2020
"3048","Isaiah Canaan",-1.28,-1.38,-2.65,-0.04,-0.65,-0.46,-0.41,-0.16,-0.99,2018,2020
"3049","RJ Barrett",-1,-1.66,-2.67,0.16,0.95,-1.77,0.49,-0.17,-1.71,2018,2020
"3050","Solomon Hill",-0.07,-2.61,-2.68,-0.13,-0.47,0.75,-0.09,-1.01,-1.42,2018,2020
"3051","Jahlil Okafor",-0.87,-1.82,-2.7,-0.01,-0.17,-0.45,-1.19,0.61,-1.17,2018,2020
"3052","Jordan Bell",-0.99,-1.72,-2.71,-0.44,-0.03,-0.57,-0.85,-0.11,-0.59,2018,2020
"3053","Rui Hachimura",-0.93,-1.78,-2.71,-0.48,-0.57,0.24,0.82,-0.86,-1.98,2018,2020
"3054","Chris Clemons",-2.12,-0.59,-2.71,-0.06,-0.78,-1.17,-0.13,-0.26,0.06,2018,2020
"3055","Quinn Cook",-1.44,-1.3,-2.74,0.72,-0.79,-1.06,-0.61,-0.19,-0.37,2018,2020
"3056","Brandon Goodwin",-2.23,-0.51,-2.74,0.18,-0.55,-1.68,0.02,-0.17,-0.1,2018,2020
"3057","Patrick McCaw",-1.9,-0.86,-2.76,-0.74,-0.82,-0.21,0.35,-0.09,-0.92,2018,2020
"3058","Harry Giles III",-1.21,-1.58,-2.78,0.06,-0.55,-0.24,0.18,-0.34,-1.43,2018,2020
"3059","Ty Jerome",-2.03,-0.81,-2.84,-0.8,0.6,-2.05,0.44,-0.22,-0.97,2018,2020
"3060","Carsen Edwards",-3.24,0.32,-2.91,-0.69,-0.21,-2.3,0.01,0.26,0.29,2018,2020
"3061","Dennis Smith Jr.",-3.21,0.26,-2.95,-1.03,-0.08,-1.86,0.22,0.13,0.06,2018,2020
"3062","Tyler Johnson",-2.04,-0.91,-2.95,-0.06,-0.64,-1.37,0.14,-0.33,-0.51,2018,2020
"3063","Allen Crabbe",-2.68,-0.31,-2.99,-0.16,-0.68,-1.85,0.04,-0.71,0.1,2018,2020
"3064","Emmanuel Mudiay",-1.3,-1.72,-3.02,-0.94,-0.13,0.01,-0.56,-0.1,-0.91,2018,2020
"3065","Mo Bamba",-3.19,0.16,-3.03,-0.34,0.01,-3.08,0.64,-0.99,0.57,2018,2020
"3066","Georges Niang",-0.83,-2.21,-3.04,-0.3,-0.04,-0.28,-0.83,-0.46,-0.94,2018,2020
"3067","Mario Hezonja",-2.04,-1.01,-3.04,-0.14,-0.16,-1.32,0.44,-0.63,-0.81,2018,2020
"3068","Omari Spellman",-1.25,-1.79,-3.05,-0.36,0.67,-1.56,0.04,-0.42,-1.18,2018,2020
"3069","Malik Monk",-0.8,-2.26,-3.06,0.9,-0.32,-1.06,-0.02,-0.96,-1.15,2018,2020
"3070","Isaiah Thomas",-0.5,-2.59,-3.1,-0.62,0.06,0.15,-0.5,-0.24,-2.08,2018,2020
"3071","Timothe Luwawu-Cabarrot",-2.39,-0.75,-3.15,-0.26,-0.05,-2.07,-0.44,0.1,-0.13,2018,2020
"3072","Gary Payton II",-1.63,-1.53,-3.16,-0.58,0.71,-1.68,0.5,-0.59,-1.15,2018,2020
"3073","Damian Jones",-0.61,-2.63,-3.24,-0.63,-0.4,0.62,0.26,-0.6,-2.23,2018,2020
"3074","Eric Paschall",-0.16,-3.15,-3.31,-0.36,0.3,0.01,0.26,-0.58,-2.52,2018,2020
"3075","Keita Bates-Diop",-1.84,-1.5,-3.34,0.25,-0.71,-1.52,-0.56,-0.82,0.04,2018,2020
"3076","Dante Cunningham",-2.19,-1.16,-3.35,0.02,-0.19,-1.92,-0.53,0.3,-1.09,2018,2020
"3077","Cedi Osman",-0.85,-2.52,-3.37,-0.77,-0.48,0.41,-0.36,-0.11,-1.93,2018,2020
"3078","Markieff Morris",-2.05,-1.35,-3.4,-0.22,-0.92,-0.93,-0.04,-0.69,-0.97,2018,2020
"3079","Jerryd Bayless",-0.68,-2.73,-3.41,0.1,0.16,-0.94,-0.17,-0.56,-1.85,2018,2020
"3080","Rajon Rondo",-1.2,-2.23,-3.43,-0.05,-0.65,-0.42,-0.08,-0.97,-1.05,2018,2020
"3081","Wayne Selden",-0.92,-2.51,-3.43,0.53,-0.21,-1.15,-0.33,-0.38,-1.44,2018,2020
"3082","Grayson Allen",-1.04,-2.41,-3.45,0.24,-0.33,-1.01,-0.21,-0.32,-1.96,2018,2020
"3083","Moritz Wagner",-3.02,-0.45,-3.46,-1.64,-0.73,-0.79,0.78,0.53,-2.01,2018,2020
"3084","Marquese Chriss",-1.04,-2.42,-3.47,-0.43,0.44,-0.99,0.35,-0.21,-2.49,2018,2020
"3085","Sekou Doumbouya",-1.26,-2.21,-3.48,-0.36,-0.18,-0.77,-0.28,-0.4,-1.58,2018,2020
"3086","Channing Frye",-1.25,-2.45,-3.69,0.95,-0.64,-1.38,-0.32,-0.19,-1.89,2018,2020
"3087","Collin Sexton",0.42,-4.19,-3.77,0.42,0.32,-0.22,-0.44,-0.05,-3.66,2018,2020
"3088","Jose Calderon",-3.12,-0.69,-3.81,-0.35,-0.23,-2.49,0.09,-0.09,-0.68,2018,2020
"3089","Kevin Porter Jr.",-2.3,-1.58,-3.89,-0.62,0.13,-1.48,0.76,-0.75,-1.41,2018,2020
"3090","Shelvin Mack",-2.61,-1.95,-4.56,-0.14,-0.17,-2.02,-0.19,-1.22,-0.46,2018,2020
"3091","Terry Rozier",-3.37,-1.52,-4.89,-0.37,0.07,-2.97,-0.07,-0.6,-0.85,2018,2020
"3092","Anfernee Simons",-1.91,-3.17,-5.08,-0.27,-0.3,-1.29,-1.57,-0.41,-1.37,2018,2020
"3093","Kevin Knox II",-2.63,-2.62,-5.25,1.1,-0.89,-2.67,-1.05,-1.02,-0.94,2018,2020
"3094","Nik Stauskas",-3.1,-2.58,-5.68,-0.25,-0.59,-2.25,-0.86,0,-1.6,2018,2020
"3095","Abdel Nader",-4.22,-1.48,-5.7,-0.1,-1.67,-2.52,-0.42,-0.67,-0.54,2018,2020
"3096","Jamal Crawford",-2.18,-3.7,-5.88,-0.62,-0.23,-1.04,-0.74,-1.04,-2.08,2018,2020
"3097","Kawhi Leonard",5.58,3.13,8.71,1.5,-0.18,4.04,0.27,1.7,1.18,2019,2021
"3098","LeBron James",3.98,3.41,7.39,0.41,-0.03,3.49,0.36,0.67,2.34,2019,2021
"3099","Rudy Gobert",2.35,4.85,7.19,-0.13,-0.17,2.62,-0.53,1.08,4.23,2019,2021
"3100","Giannis Antetokounmpo",2.39,4.15,6.54,0.13,0.07,1.79,0.09,1.43,2.9,2019,2021
"3101","Jayson Tatum",4.3,1.88,6.18,1.61,1.29,1.39,0.29,0.4,1,2019,2021
"3102","Chris Paul",4.14,1.73,5.87,1.34,-0.86,3.39,0.84,0.53,0.44,2019,2021
"3103","Kevin Durant",4.34,0.76,5.1,-0.13,-0.58,5.12,-1.13,0.4,1.67,2019,2021
"3104","Pascal Siakam",3.13,1.94,5.07,1.19,-0.49,2.16,0.79,0.25,0.91,2019,2021
"3105","James Harden",3.98,1,4.97,-0.02,0.19,3.53,0.19,-0.33,1.08,2019,2021
"3106","De'Anthony Melton",2.59,2.34,4.94,1.05,0.56,0.86,0.94,-0.27,1.66,2019,2021
"3107","Paul George",2.66,2.15,4.81,0.01,-0.34,3.17,0.57,0.93,0.95,2019,2021
"3108","Joel Embiid",1.98,2.81,4.79,-0.46,0.67,1.99,-0.45,0.61,2.89,2019,2021
"3109","Clint Capela",0.41,4.36,4.77,-0.51,1.71,-0.88,-0.77,1.91,3.12,2019,2021
"3110","Duncan Robinson",2.79,1.9,4.69,0.33,-1.62,3.64,0.74,0.89,0.39,2019,2021
"3111","Alex Caruso",1.26,3.38,4.64,0.08,0.7,0.32,1.81,-0.09,1.48,2019,2021
"3112","Jimmy Butler",2.4,2.19,4.59,1.66,0.45,0.16,0.66,1.28,0.28,2019,2021
"3113","Cameron Payne",3.36,1.12,4.48,0.64,-0.1,2.7,-0.35,0.13,1.14,2019,2021
"3114","Gordon Hayward",2.33,2.03,4.36,0.52,-0.61,2.63,0.36,0.38,1.37,2019,2021
"3115","Jakob Poeltl",2.62,1.6,4.22,0.78,0.7,1.12,0.02,0.99,0.68,2019,2021
"3116","Royce O'Neale",2.39,1.8,4.19,-0.11,0.14,2.56,-0.59,1.39,0.93,2019,2021
"3117","Jamal Murray",2.8,1.13,3.93,0.21,0.55,2.01,0.26,0.08,0.79,2019,2021
"3118","Dorian Finney-Smith",2.66,1.15,3.81,0.36,0.17,2,-0.38,0.56,0.93,2019,2021
"3119","Stephen Curry",4.89,-1.13,3.75,-0.3,0.54,4.19,0.11,-0.46,-0.72,2019,2021
"3120","Enes Freedom",3.49,0.2,3.68,0.49,2.05,0.79,-1.67,0.79,0.76,2019,2021
"3121","Karl-Anthony Towns",5.29,-1.64,3.65,0.39,0.56,4.09,-0.67,0.91,-1.73,2019,2021
"3122","OG Anunoby",1.04,2.47,3.51,0.02,-1.38,2.39,1.03,0.18,1.2,2019,2021
"3123","Joe Harris",3.01,0.45,3.46,1.08,-0.32,2.06,-0.57,1.24,-0.31,2019,2021
"3124","Damian Lillard",5.49,-2.04,3.46,0.83,0.28,4.14,-0.81,-0.41,-0.76,2019,2021
"3125","Mike Conley",1.08,2.27,3.36,0.29,0.66,-0.18,0.39,0.11,1.65,2019,2021
"3126","Kent Bazemore",-0.97,4.33,3.35,-0.06,-0.71,-0.32,1.65,-0.55,3.02,2019,2021
"3127","George Hill",2.77,0.56,3.33,0.54,0.22,1.73,-0.3,-0.35,1.33,2019,2021
"3128","Nikola Jokic",3.55,-0.23,3.32,0.6,-0.09,3.65,-0.01,1.06,-1.09,2019,2021
"3129","Draymond Green",1.19,2.12,3.32,-0.31,-1.75,3.26,-0.01,0.67,1.23,2019,2021
"3130","Christian Wood",1.81,1.49,3.3,-0.56,0.58,1.7,-0.32,0.22,1.61,2019,2021
"3131","Donte DiVincenzo",2.59,0.7,3.29,0.47,0.69,1.35,0.71,0.62,-0.23,2019,2021
"3132","Mikal Bridges",1.62,1.66,3.28,-0.18,-0.32,2.28,0.7,0.01,1.05,2019,2021
"3133","Richaun Holmes",1.55,1.7,3.25,0.42,0.11,0.89,-0.35,0.09,1.63,2019,2021
"3134","Jrue Holiday",2.13,1.02,3.15,-0.08,0.59,1.68,-0.14,0.43,0.9,2019,2021
"3135","Immanuel Quickley",2.31,0.83,3.14,0.11,-0.06,2.18,-0.39,-0.34,1.43,2019,2021
"3136","Trae Young",6.49,-3.36,3.14,1.14,-0.32,5.95,-1.16,-0.57,-1.45,2019,2021
"3137","Devin Booker",5.44,-2.31,3.13,0.98,-0.13,4.57,-0.43,-0.62,-1.26,2019,2021
"3138","Robert Covington",1.52,1.6,3.13,0.39,-0.49,1.48,0.81,0.77,0.04,2019,2021
"3139","Danny Green",2.33,0.79,3.12,-0.09,-0.03,2.53,0.87,-0.28,0.42,2019,2021
"3140","Joe Ingles",1.7,1.4,3.1,-0.49,0.24,1.49,0.5,0.25,0.75,2019,2021
"3141","Chris Chiozza",0.15,2.92,3.08,0.67,-0.49,-0.05,1.19,0.67,0.97,2019,2021
"3142","Kelan Martin",0.27,2.77,3.04,-0.03,0.42,-0.49,0.47,-0.56,2.75,2019,2021
"3143","Davis Bertans",3.87,-0.85,3.02,1.01,-0.24,2.93,-0.19,-0.51,-0.19,2019,2021
"3144","Dillon Brooks",1.61,1.37,2.98,0.68,-0.46,1.63,0.73,0.14,0.56,2019,2021
"3145","Wesley Matthews",-0.95,3.93,2.98,0.31,-1.52,-0.12,0.46,1.39,2.49,2019,2021
"3146","Devonte' Graham",2.39,0.58,2.97,0.47,0.71,0.83,0.87,-0.85,0.53,2019,2021
"3147","Jalen Brunson",1.61,1.36,2.97,0.82,-0.27,1,0.01,0.2,0.84,2019,2021
"3148","Patrick Beverley",0.84,2.13,2.97,0.04,0.62,-0.04,0.71,-0.13,1.72,2019,2021
"3149","Jonas Valanciunas",0.83,2.1,2.93,-0.51,1.65,-0.4,-1.99,2.53,1.3,2019,2021
"3150","CJ McCollum",3.29,-0.39,2.9,1.78,-0.12,1.65,-0.59,0.58,-0.27,2019,2021
"3151","Reggie Jackson",2.13,0.72,2.85,0.46,-0.78,2.51,-0.67,0.74,0.53,2019,2021
"3152","Dennis Schroder",1.35,1.47,2.82,0.04,0.32,1.06,0.56,0.07,0.93,2019,2021
"3153","Brook Lopez",1.09,1.64,2.74,0.11,-0.83,1.72,-1.53,1.46,1.81,2019,2021
"3154","Luka Doncic",4.31,-1.59,2.73,0.39,0.66,3.07,-0.96,0.01,-0.54,2019,2021
"3155","T.J. Warren",1.12,1.6,2.72,0.88,-0.44,0.86,-0.26,0.58,1.2,2019,2021
"3156","Patty Mills",2.03,0.63,2.66,0.76,0.13,1.02,0,-0.7,1.58,2019,2021
"3157","Zion Williamson",2.74,-0.09,2.64,-0.5,1.56,1.51,0.08,0.24,-0.33,2019,2021
"3158","Aaron Gordon",1.7,0.76,2.46,0.11,0.57,0.93,-0.72,0.47,1.13,2019,2021
"3159","Paul Millsap",0.78,1.68,2.46,0.06,0.47,0.25,1.12,0.32,0.29,2019,2021
"3160","Julius Randle",-0.14,2.56,2.42,-0.37,0.61,-0.15,-0.73,1.27,1.78,2019,2021
"3161","Tobias Harris",0.39,2.03,2.41,0.44,-0.46,0.65,-0.64,1.7,1.04,2019,2021
"3162","Derrick White",1.25,1.08,2.33,0.54,-0.15,0.89,0.26,0,0.88,2019,2021
"3163","PJ Dozier",0.66,1.65,2.31,-0.26,0.7,-0.13,0.64,0.81,0.52,2019,2021
"3164","Dwight Powell",1.04,1.25,2.29,-0.62,0.22,1.48,0.51,-0.26,0.93,2019,2021
"3165","Chris Boucher",3.13,-0.86,2.28,0.2,1.2,1.51,0,-1.32,0.63,2019,2021
"3166","Isaac Bonga",-1.74,4.01,2.27,-1,0.73,-1.37,1.86,-0.11,2.01,2019,2021
"3167","Will Barton",1.44,0.83,2.27,0.24,0.58,0.7,-0.27,-0.07,1.15,2019,2021
"3168","Malcolm Miller",1.89,0.37,2.26,-0.19,0.48,1.46,-0.26,0.13,0.49,2019,2021
"3169","Jonathan Isaac",-0.5,2.75,2.25,0,-0.08,-0.29,1.16,-0.01,1.44,2019,2021
"3170","Kemba Walker",2.86,-0.63,2.23,0.54,-0.3,2.67,0.12,-0.55,-0.13,2019,2021
"3171","Cody Martin",0.64,1.59,2.23,0.44,0.75,-0.67,2,0.2,-0.56,2019,2021
"3172","Marc Gasol",-1.62,3.82,2.21,-0.87,-1.56,0.69,0.37,0.94,2.59,2019,2021
"3173","Dejounte Murray",0.84,1.31,2.15,0.83,-0.8,0.72,0.24,1.02,0.09,2019,2021
"3174","Michael Carter-Williams",0.67,1.49,2.15,0.28,0.36,0.07,1.65,0.31,-0.32,2019,2021
"3175","Matisse Thybulle",0.86,1.27,2.13,-0.67,1.23,0.14,1.85,-0.83,0.21,2019,2021
"3176","Mychal Mulder",2.1,-0.01,2.08,0.94,-0.85,1.77,-0.23,-0.38,0.56,2019,2021
"3177","Damion Lee",1.25,0.82,2.07,1.31,-1.38,1.2,0.63,0.56,-0.52,2019,2021
"3178","Michael Porter Jr.",3.89,-1.82,2.07,0.46,0.45,3.2,-0.69,0.35,-1.58,2019,2021
"3179","Matthew Dellavedova",-0.07,2.13,2.06,-0.45,-0.55,1.31,0.26,1.08,0.93,2019,2021
"3180","Derrick Rose",1.53,0.48,2,0.89,-0.55,1.37,0.03,-0.34,0.82,2019,2021
"3181","Kenrich Williams",1.37,0.61,1.98,-0.64,1.03,0.68,1.13,-0.19,-0.45,2019,2021
"3182","Goran Dragic",1.87,0.1,1.97,0.09,0.49,1.39,0.11,-0.47,0.4,2019,2021
"3183","Luguentz Dort",0.93,1.04,1.97,1.32,-0.85,0.18,-0.12,0.22,1.12,2019,2021
"3184","Willie Cauley-Stein",-1.69,3.64,1.95,0.73,-1.48,-0.91,0.75,0.25,2.64,2019,2021
"3185","John Collins",1.05,0.89,1.94,-0.24,0.29,1.22,-0.76,0.54,0.87,2019,2021
"3186","Danilo Gallinari",2.8,-0.91,1.89,1.3,-0.98,2.63,-0.72,0.53,-0.59,2019,2021
"3187","Adam Mokoka",0.91,0.96,1.86,-0.27,0.53,0.41,0.87,-0.09,0.21,2019,2021
"3188","Blake Griffin",0.91,0.94,1.85,0.92,0.03,-0.15,-0.14,0.21,0.59,2019,2021
"3189","Derrick Favors",0.38,1.46,1.85,-0.77,1.04,-0.08,-0.39,0.9,0.79,2019,2021
"3190","Mike Scott",0.68,1.16,1.84,0.11,0.19,0.24,-0.18,0.55,0.21,2019,2021
"3191","JaMychal Green",0.92,0.92,1.84,0.15,0.68,-0.17,-0.67,0.23,1.17,2019,2021
"3192","Russell Westbrook",0.04,1.75,1.79,0.5,-0.13,-0.38,0.95,-0.25,1,2019,2021
"3193","Monte Morris",1.29,0.49,1.78,0.62,0.4,0.13,0.39,-0.84,0.97,2019,2021
"3194","Garrett Temple",0.22,1.53,1.75,-0.46,-0.26,0.7,-0.66,0.52,1.94,2019,2021
"3195","John Konchar",2.17,-0.43,1.73,0.23,0.22,1.54,0.41,-0.13,-0.58,2019,2021
"3196","Maxi Kleber",0.26,1.44,1.7,0.12,0.28,-0.33,-0.77,0.57,1.45,2019,2021
"3197","Marcus Smart",0.75,0.92,1.67,0.07,0.06,0.39,1.22,-0.2,0.1,2019,2021
"3198","Darius Miller",0.52,1.12,1.64,-0.17,-0.09,0.83,0.27,-0.02,0.89,2019,2021
"3199","Nicolas Batum",1.96,-0.33,1.63,0.14,-0.74,2.68,0.12,-0.34,-0.17,2019,2021
"3200","Steven Adams",1.67,-0.05,1.62,-0.47,2.1,0.31,-1.72,1.31,0.46,2019,2021
"3201","T.J. McConnell",1.89,-0.27,1.62,0.5,-0.15,1.6,0.89,-0.83,-0.68,2019,2021
"3202","Reggie Bullock Jr.",0.14,1.46,1.6,0.7,-1.12,0.79,-0.28,0.75,0.99,2019,2021
"3203","Georges Niang",0.83,0.76,1.59,-0.13,0.22,0.92,0.06,0.25,0.43,2019,2021
"3204","Terence Davis",1.32,0.27,1.59,-0.12,0.6,0.93,0.76,-0.96,0.5,2019,2021
"3205","Jusuf Nurkic",-0.17,1.76,1.59,0.12,-0.4,-0.08,0.85,0.84,-0.28,2019,2021
"3206","Hassan Whiteside",-0.1,1.67,1.57,-0.46,0.58,-0.24,-1.13,0.28,2.26,2019,2021
"3207","Myles Turner",-0.88,2.43,1.56,0.1,-0.83,-0.36,-0.16,0.17,2.61,2019,2021
"3208","Fred VanVleet",0.55,0.99,1.53,0.68,-0.25,-0.18,0.9,-0.54,0.82,2019,2021
"3209","David Nwaba",-0.37,1.88,1.51,0.1,-0.01,-0.36,0.38,-0.48,2.09,2019,2021
"3210","Al Horford",0.12,1.37,1.49,0.3,-1.17,0.96,-0.38,0.84,0.86,2019,2021
"3211","Dewayne Dedmon",0.39,1.05,1.44,-0.26,0.22,0.21,0.27,0.19,0.35,2019,2021
"3212","Furkan Korkmaz",1.03,0.4,1.43,0.48,0.41,0.4,0.15,-0.47,0.52,2019,2021
"3213","Khris Middleton",1.66,-0.24,1.42,1.25,-1.08,1.88,-0.45,1.22,-0.7,2019,2021
"3214","Thaddeus Young",1.35,0.07,1.42,-0.07,0.45,0.98,1.06,-0.49,-0.55,2019,2021
"3215","Kyrie Irving",3.57,-2.15,1.42,1.27,-0.32,2.68,-0.13,-0.46,-1.23,2019,2021
"3216","Paul Reed",0.11,1.29,1.39,-0.12,0.39,-0.37,0.6,-0.01,0.63,2019,2021
"3217","Zach Collins",1.55,-0.16,1.39,-0.34,0.16,1.82,-0.09,0.06,-0.06,2019,2021
"3218","Nic Claxton",-0.35,1.74,1.39,-0.17,0.07,-0.42,0.11,-0.28,1.9,2019,2021
"3219","Oshae Brissett",1.78,-0.41,1.37,0.38,-0.08,1.42,-0.52,-0.1,0.11,2019,2021
"3220","Dario Saric",1,0.36,1.37,-0.62,-0.46,1.84,0.06,0.81,-0.59,2019,2021
"3221","Tacko Fall",1.2,0.16,1.36,0.18,0,1.15,-0.12,-0.15,0.56,2019,2021
"3222","Isaiah Stewart",0.02,1.33,1.35,-0.35,0.71,-0.43,0.19,-0.15,1.33,2019,2021
"3223","Seth Curry",1.71,-0.37,1.34,0.65,-0.33,1.54,-0.39,0.01,0.06,2019,2021
"3224","Devontae Cacok",1.01,0.29,1.3,0.06,0.58,0.09,0.24,-0.07,0.2,2019,2021
"3225","Daniel Gafford",0.33,0.97,1.3,-0.45,0.57,0.29,1.24,-1.38,0.95,2019,2021
"3226","Lonzo Ball",0.59,0.68,1.27,-0.17,0.77,-0.07,-0.07,0.32,0.45,2019,2021
"3227","Eric Bledsoe",1.36,-0.11,1.25,0.6,-0.28,1.16,-0.29,0.82,-0.4,2019,2021
"3228","Kristaps Porzingis",1.27,-0.03,1.25,0.45,-0.45,1.09,-1.2,0.91,0.12,2019,2021
"3229","Jalen Harris",0.7,0.54,1.24,0.21,-0.1,0.72,0.37,0.12,-0.1,2019,2021
"3230","Spencer Dinwiddie",0.97,0.28,1.24,0.51,0.7,-0.16,-0.84,-0.26,1.48,2019,2021
"3231","James Ennis III",2.05,-0.81,1.24,-0.15,0.57,1.61,0.2,0.22,-1.35,2019,2021
"3232","Dion Waiters",0.85,0.39,1.24,0.53,-0.04,0.3,0.02,0.35,-0.01,2019,2021
"3233","Ben Simmons",0.01,1.22,1.24,-0.02,-0.15,0.26,0.96,0.21,0.1,2019,2021
"3234","Bam Adebayo",0.58,0.6,1.18,-0.3,-0.6,1.79,-0.42,1,0.42,2019,2021
"3235","Isaiah Hartenstein",0.53,0.65,1.18,-0.9,0.59,0.68,0.47,-0.21,0.48,2019,2021
"3236","Malcolm Brogdon",0.15,1.02,1.18,0.57,0.01,-0.56,-0.56,0.04,1.29,2019,2021
"3237","Devon Dotson",0.29,0.87,1.17,0.03,0.25,-0.08,0.35,0.03,0.49,2019,2021
"3238","Bradley Beal",5.22,-4.06,1.16,0.36,0.75,4.02,-0.45,-0.65,-3.16,2019,2021
"3239","Kira Lewis Jr.",0.6,0.55,1.16,0.64,0.44,-0.51,-0.19,0.39,0.12,2019,2021
"3240","Kentavious Caldwell-Pope",1.49,-0.34,1.15,0.17,-0.08,1.73,0.41,-0.07,-0.49,2019,2021
"3241","Michael Kidd-Gilchrist",-0.74,1.89,1.15,0.14,0.24,-1.09,0.2,-0.12,1.97,2019,2021
"3242","Ivica Zubac",-0.91,2.03,1.12,-0.7,1.18,-1.66,-0.57,1.03,1.6,2019,2021
"3243","Pat Connaughton",1.19,-0.09,1.1,0.21,0.9,0.05,-1.07,0.58,0.56,2019,2021
"3244","Boban Marjanovic",0.69,0.41,1.1,-0.3,0.88,0.1,-1.32,1.26,0.14,2019,2021
