"","Player","Offense","Defense","Ovr","OffTO_multiplied","OReb_multiplied","OTS_multiplied","DefTO_multiplied","DReb_multiplied","DTS_multiplied","season1","season2"
"2780","Dzanan Musa",-0.71,0.51,-0.19,0.02,0.28,-0.9,0.43,-0.19,0.16,2018,2020
"2781","P.J. Tucker",-0.57,0.38,-0.19,-0.02,-0.32,-0.42,0.68,-0.34,0.16,2018,2020
"2782","Thaddeus Young",-0.98,0.77,-0.21,-0.11,0.28,-1.12,2.24,-0.52,-1.04,2018,2020
"2783","Spencer Dinwiddie",1.28,-1.48,-0.21,0.82,0.63,0.07,-1.32,-0.41,0.18,2018,2020
"2784","Justin Anderson",0.04,-0.25,-0.21,0.26,-0.02,-0.01,-0.11,-0.14,-0.03,2018,2020
"2785","J.J. Barea",0.13,-0.34,-0.22,0.39,0.11,-0.14,1.09,0.01,-1.47,2018,2020
"2786","D'Angelo Russell",0.33,-0.54,-0.22,0.03,-0.67,0.81,0.36,-0.95,-0.01,2018,2020
"2787","Devin Robinson",0.09,-0.32,-0.23,0.23,0.04,-0.15,-0.35,0.03,0.02,2018,2020
"2788","Treveon Graham",-0.58,0.36,-0.23,0.57,-0.24,-0.89,-0.11,0.05,0.45,2018,2020
"2789","Jordan Sibert",0.09,-0.32,-0.23,-0.02,0.04,0.05,-0.06,-0.01,-0.25,2018,2020
"2790","Nerlens Noel",-2.12,1.89,-0.23,-0.22,-0.39,-1.83,1.17,-0.92,1.51,2018,2020
"2791","Noah Vonleh",-0.69,0.45,-0.23,0.08,0.25,-1.13,0.36,-0.31,0.45,2018,2020
"2792","Will Barton",-0.1,-0.13,-0.23,0.21,-0.26,0.04,-0.1,-0.15,0.22,2018,2020
"2793","Dusty Hannahs",0.08,-0.32,-0.23,0.27,-0.04,-0.1,-0.19,0.1,-0.19,2018,2020
"2794","Vic Law",-0.42,0.18,-0.24,-0.01,0.03,-0.48,0.41,-0.09,-0.01,2018,2020
"2795","Ray Spalding",-0.53,0.29,-0.24,-0.07,0.16,-0.7,0.19,-0.34,0.5,2018,2020
"2796","Frank Ntilikina",-1.09,0.84,-0.25,0.17,-0.73,-0.2,0.85,-0.53,0.41,2018,2020
"2797","Ignas Brazdeikis",0.18,-0.43,-0.25,0.08,0.11,-0.04,0.05,-0.14,-0.26,2018,2020
"2798","Michael Porter Jr.",1.69,-1.95,-0.25,0.15,0.51,1.04,-0.21,-0.13,-1.73,2018,2020
"2799","Miye Oni",0.68,-0.93,-0.25,0.22,0.07,0.33,0.05,-0.1,-0.85,2018,2020
"2800","Bol Bol",0.61,-0.86,-0.25,-0.25,0.14,0.63,-0.07,-0.04,-0.68,2018,2020
"2801","Josh Gray",-0.62,0.37,-0.26,-0.45,-0.04,-0.1,0.07,-0.04,0.36,2018,2020
"2802","Kyle Korver",-0.18,-0.09,-0.27,-0.82,0.15,0.52,-0.76,-0.22,0.79,2018,2020
"2803","Nick Young",-0.31,0.05,-0.27,0.12,-0.14,-0.24,0.1,-0.12,0.06,2018,2020
"2804","Tony Bradley",0.95,-1.22,-0.27,-0.12,0.53,0.4,-1.2,0.09,-0.27,2018,2020
"2805","Tyson Chandler",-2.18,1.91,-0.27,-0.86,0.18,-2.07,-0.57,0.7,1.73,2018,2020
"2806","Kentavious Caldwell-Pope",0.82,-1.09,-0.27,0.23,0.25,0.34,0.35,-0.88,-0.56,2018,2020
"2807","Mike Muscala",-1.25,0.97,-0.28,0.23,-1.1,-0.41,-0.13,0.59,0.38,2018,2020
"2808","Wayne Ellington",-1.16,0.87,-0.29,0.27,0.78,-2.33,0.65,-0.14,0.3,2018,2020
"2809","Kelly Oubre Jr.",-0.22,-0.07,-0.29,0.16,-0.2,-0.2,1.16,-1.16,-0.07,2018,2020
"2810","George King",0,-0.29,-0.29,0.07,-0.01,-0.06,-0.09,0.01,-0.21,2018,2020
"2811","Ron Baker",-1.55,1.26,-0.29,-0.34,-0.21,-0.81,0.67,0.17,0.24,2018,2020
"2812","Jalen Lecque",-0.34,0.03,-0.31,0.01,-0.21,-0.03,0.07,-0.04,0.01,2018,2020
"2813","Anzejs Pasecniks",0.25,-0.56,-0.31,0.65,0.43,-0.74,0.51,-0.06,-1.35,2018,2020
"2814","Sam Dekker",0.52,-0.83,-0.31,0.04,0.6,-0.13,0.56,-0.27,-1.19,2018,2020
"2815","PJ Dozier",0.97,-1.28,-0.31,0.03,0.05,0.76,-0.05,0.34,-1.24,2018,2020
"2816","T.J. Leaf",-1.06,0.73,-0.32,-0.51,0.44,-1.05,-0.29,-0.47,1.35,2018,2020
"2817","Jordan McLaughlin",0.27,-0.59,-0.33,0.28,-0.26,0.22,0.89,0.1,-2.04,2018,2020
"2818","Jaylen Adams",0.33,-0.66,-0.33,0.38,-0.08,0.15,-0.16,-0.02,-0.66,2018,2020
"2819","Cam Reynolds",0.26,-0.6,-0.34,-0.04,-0.39,0.65,-0.08,0,-0.53,2018,2020
"2820","Jake Layman",-0.83,0.49,-0.34,-1.27,0.3,0.19,0.26,-0.07,0.19,2018,2020
"2821","Brandon Sampson",0.41,-0.75,-0.34,0.43,-0.51,0.6,-0.34,0.21,-0.63,2018,2020
"2822","E'Twaun Moore",0.89,-1.26,-0.37,0.43,0.54,0.01,-0.32,-0.67,-0.33,2018,2020
"2823","Dion Waiters",-0.47,0.1,-0.37,0.43,-0.16,-0.69,0.25,0.28,-0.29,2018,2020
"2824","Semi Ojeleye",-1.52,1.15,-0.37,-0.51,-0.05,-1.17,0.11,-0.11,1.28,2018,2020
"2825","Alex Abrines",-2.03,1.65,-0.38,-0.16,0.49,-2.18,0.53,-0.22,1.38,2018,2020
"2826","Thanasis Antetokounmpo",-0.45,0.08,-0.38,-0.28,0.08,-0.18,0,0.21,-0.17,2018,2020
"2827","Lonzo Ball",-1.25,0.87,-0.39,-0.58,-0.01,-0.62,-0.01,0.64,0.18,2018,2020
"2828","Marko Guduric",-0.21,-0.18,-0.39,-0.6,0.19,0.33,0.5,0.07,-1.07,2018,2020
"2829","Daniel Hamilton",-0.47,0.07,-0.39,0.02,0.55,-1.04,-0.47,-0.02,0.68,2018,2020
"2830","Harrison Barnes",0.04,-0.44,-0.4,0.54,-0.78,0.06,-0.96,0.61,0.18,2018,2020
"2831","Denzel Valentine",-0.56,0.15,-0.41,0.05,-0.4,-0.33,0.08,-0.34,0.57,2018,2020
"2832","Bobby Portis",0.6,-1.01,-0.41,-0.08,0.33,0.4,-0.68,0.38,-0.64,2018,2020
"2833","Gary Trent Jr.",1.59,-2,-0.42,0.92,0,0.43,-0.09,-0.46,-1.16,2018,2020
"2834","Jordan Clarkson",2.13,-2.55,-0.42,0.69,0.25,1.09,-0.6,-0.52,-1.41,2018,2020
"2835","Marial Shayok",-0.15,-0.27,-0.43,-0.13,-0.13,0.17,-0.12,0.03,-0.2,2018,2020
"2836","Darius Garland",-0.52,0.1,-0.43,-0.8,0.34,0.07,-0.37,-0.2,0.81,2018,2020
"2837","Billy Garrett",-0.4,-0.03,-0.43,0.05,-0.25,-0.08,-0.19,0.12,0.06,2018,2020
"2838","Walt Lemon Jr.",-0.25,-0.18,-0.43,0.2,-0.19,-0.21,-0.04,0.13,-0.36,2018,2020
"2839","Jared Harper",-0.12,-0.33,-0.45,-0.02,-0.07,0,0.08,-0.11,-0.25,2018,2020
"2840","Derrick Jones Jr.",-0.05,-0.4,-0.45,0.3,0.83,-1.4,-0.21,0.05,-0.02,2018,2020
"2841","Kyle Guy",-0.13,-0.33,-0.46,0.02,-0.07,-0.03,-0.04,-0.06,-0.2,2018,2020
"2842","Isaac Humphries",-0.26,-0.21,-0.46,0.01,0.05,-0.3,0.09,0.02,-0.31,2018,2020
"2843","Theo Pinson",-2.75,2.29,-0.47,-0.31,0.18,-2.57,0.2,-0.32,2.71,2018,2020
"2844","Jarrett Culver",-0.34,-0.14,-0.48,0.19,0.6,-1.09,0.21,0,-0.55,2018,2020
"2845","Andrew Bogut",-0.19,-0.29,-0.48,0.08,-0.38,0.28,-0.05,-0.06,-0.33,2018,2020
"2846","Terrence Jones",-0.36,-0.12,-0.49,-0.06,-0.05,-0.23,-0.05,0.01,-0.09,2018,2020
"2847","Reggie Bullock Jr.",-0.11,-0.39,-0.49,0.11,-0.79,0.67,-0.06,0.24,-0.75,2018,2020
"2848","Tyler Cook",0.22,-0.71,-0.49,0.1,-0.1,0.27,0.14,-0.15,-0.65,2018,2020
"2849","KZ Okpala",-0.23,-0.26,-0.49,-0.08,-0.01,-0.23,0.15,-0.12,-0.21,2018,2020
"2850","Demetrius Jackson",-0.14,-0.36,-0.5,0.1,-0.14,-0.02,0.01,0.03,-0.34,2018,2020
"2851","Tariq Owens",-0.23,-0.27,-0.5,0.09,-0.04,-0.23,0.02,-0.09,-0.16,2018,2020
"2852","Norman Powell",-0.44,-0.07,-0.5,0.55,-1.1,-0.04,0.28,-1.11,0.74,2018,2020
"2853","Talen Horton-Tucker",-0.35,-0.16,-0.51,-0.4,0.38,-0.47,0.15,0,-0.22,2018,2020
"2854","Andrew Harrison",-0.14,-0.37,-0.52,0.07,0.01,-0.13,-0.06,-0.15,-0.16,2018,2020
"2855","Jeff Teague",1.52,-2.04,-0.52,-0.05,0.53,1.35,-0.01,-0.98,-1.11,2018,2020
"2856","Rayjon Tucker",0.07,-0.59,-0.52,0.14,0.2,-0.36,0.27,-0.01,-0.89,2018,2020
"2857","Jevon Carter",-1.1,0.58,-0.52,-0.74,0.24,-0.63,0.8,0.26,-0.08,2018,2020
"2858","De'Andre Hunter",-0.73,0.2,-0.53,0.36,-0.12,-0.7,0.24,0.01,-0.23,2018,2020
"2859","Justin James",-1.32,0.78,-0.53,-0.17,-0.25,-0.83,0.36,0.03,0.34,2018,2020
"2860","Dejounte Murray",0.73,-1.27,-0.54,0.26,-0.81,1.28,-0.07,0.81,-1.92,2018,2020
"2861","Eric Moreland",-0.62,0.09,-0.54,-0.66,0,0,-0.11,0.03,0.12,2018,2020
"2862","Deyonta Davis",-0.74,0.2,-0.54,0.57,-0.16,-1.07,0.21,-0.01,0.06,2018,2020
"2863","Jarred Vanderbilt",-1.09,0.53,-0.55,-0.58,-0.26,-0.17,0.39,0.05,0,2018,2020
"2864","Dante Exum",-2.03,1.47,-0.56,-0.92,0.88,-1.71,0.44,0.6,0.41,2018,2020
"2865","JR Smith",-1.23,0.66,-0.57,-0.31,-0.4,-0.21,0.6,-0.07,-0.04,2018,2020
"2866","Jeremiah Martin",0.16,-0.75,-0.59,0.03,-0.23,0.46,-0.14,-0.05,-0.54,2018,2020
"2867","Daryl Macon",-0.86,0.27,-0.59,-0.04,0.02,-0.89,-0.28,0.16,0.38,2018,2020
"2868","Brandon Ingram",0.16,-0.76,-0.59,-0.14,0.41,0.22,-0.6,-0.39,0.43,2018,2020
"2869","William Howard",-0.49,-0.11,-0.6,-0.06,-0.03,-0.4,0.21,0.02,-0.34,2018,2020
"2870","Malachi Richardson",-0.98,0.37,-0.61,-0.71,0.13,-0.43,-0.12,-0.13,0.67,2018,2020
"2871","Justin Jackson",0.53,-1.14,-0.61,1.33,-0.96,0.23,-0.72,0.15,-0.54,2018,2020
"2872","Jared Terrell",-0.68,0.06,-0.62,0.04,-0.2,-0.56,-0.03,-0.23,0.42,2018,2020
"2873","Deng Adel",-0.79,0.16,-0.63,-0.03,-0.11,-0.69,-0.19,0.1,0.14,2018,2020
"2874","Bruno Fernando",-1.43,0.8,-0.63,-1.68,1.11,-1.26,0.25,0.02,0.15,2018,2020
"2875","Donatas Motiejunas",-0.39,-0.24,-0.63,-0.11,0.02,-0.3,0.03,-0.11,-0.09,2018,2020
"2876","Joe Chealey",-0.99,0.35,-0.63,-0.15,-0.15,-0.65,0.27,-0.1,0.19,2018,2020
"2877","Quinndary Weatherspoon",-0.41,-0.24,-0.65,-0.35,0.18,-0.31,-0.06,0.23,-0.53,2018,2020
"2878","Guerschon Yabusele",-0.54,-0.12,-0.66,0.08,-0.23,-0.37,-0.48,-0.26,0.68,2018,2020
"2879","Quincy Pondexter",-1.54,0.87,-0.66,-0.64,0.23,-1.04,-0.34,0.39,0.65,2018,2020
"2880","Kent Bazemore",-2.9,2.23,-0.67,-0.43,-0.43,-2.12,1.48,-1.26,1.87,2018,2020
"2881","Donta Hall",-0.01,-0.66,-0.67,-0.09,0.06,-0.11,0.33,0.06,-1.04,2018,2020
"2882","Antonius Cleveland",0.01,-0.69,-0.68,-0.11,0.05,-0.04,-0.14,0.01,-0.53,2018,2020
"2883","Justin Patton",-0.25,-0.45,-0.7,0.01,-0.04,-0.27,-0.12,0.05,-0.35,2018,2020
"2884","Derrick Walton Jr.",-0.48,-0.22,-0.7,-0.24,-0.05,-0.32,0.2,-0.26,-0.12,2018,2020
"2885","Jonah Bolden",-0.95,0.24,-0.71,-0.52,0.55,-1.36,-0.03,0.12,0.07,2018,2020
"2886","Juancho Hernangomez",-0.55,-0.17,-0.72,0.15,0.39,-1.14,-0.22,0.37,-0.27,2018,2020
"2887","Ian Clark",-0.38,-0.34,-0.72,0.23,-0.04,-0.54,-0.67,-0.02,0.22,2018,2020
"2888","Tyler Lydon",-0.49,-0.24,-0.72,0.24,-0.05,-0.71,0.23,-0.04,-0.38,2018,2020
"2889","Ryan Anderson",-1.43,0.7,-0.73,-0.76,0.01,-0.72,-0.58,0.25,0.72,2018,2020
"2890","Shaquille Harrison",-1.59,0.85,-0.74,0.3,-0.31,-1.44,1.33,-0.58,-0.24,2018,2020
"2891","Zach Norvell Jr.",0.15,-0.9,-0.75,-0.21,-0.04,0.29,0.13,-0.17,-0.82,2018,2020
"2892","BJ Johnson",-0.39,-0.36,-0.75,-0.03,-0.25,-0.16,0.24,-0.07,-0.57,2018,2020
"2893","Jerami Grant",0.43,-1.2,-0.76,-0.05,0.31,0.41,0.41,-0.25,-1.26,2018,2020
"2894","Johnathan Motley",-0.52,-0.25,-0.77,-0.32,0.18,-0.56,0.36,0.2,-0.96,2018,2020
"2895","Terrence Ross",-0.37,-0.41,-0.77,0.48,0.07,-1.04,-0.3,-0.84,0.62,2018,2020
"2896","Wenyen Gabriel",-0.07,-0.71,-0.77,-0.03,0.48,-0.6,0.83,0.33,-2.01,2018,2020
"2897","Serge Ibaka",0.05,-0.84,-0.79,-0.12,-0.09,0.17,-1.64,-0.12,0.94,2018,2020
"2898","Jordan Loyd",-0.49,-0.3,-0.79,-0.74,0.21,-0.03,-0.16,-0.05,-0.03,2018,2020
"2899","T.J. McConnell",0.65,-1.46,-0.81,1.34,-0.9,0.49,0.38,-0.59,-1.4,2018,2020
"2900","Jae Crowder",0.98,-1.81,-0.83,0.55,0.21,-0.05,0,-0.56,-1.17,2018,2020
"2901","Jonas Jerebko",-0.31,-0.53,-0.83,0.11,1.04,-1.6,-0.66,0.28,-0.51,2018,2020
"2902","Haywood Highsmith",-0.2,-0.65,-0.84,-0.08,0.09,-0.28,-0.13,-0.08,-0.44,2018,2020
"2903","Ekpe Udoh",0.14,-0.99,-0.86,-0.13,-0.36,0.65,-0.41,-0.1,-0.53,2018,2020
"2904","Justin Wright-Foreman",-0.44,-0.42,-0.86,-0.1,0.04,-0.39,0.12,-0.12,-0.42,2018,2020
"2905","Vincent Poirier",-0.56,-0.32,-0.88,-0.23,-0.06,-0.34,-0.17,-0.08,0.16,2018,2020
"2906","D.J. Wilson",-1.53,0.64,-0.88,-0.78,-0.44,-0.6,-0.6,0.34,0.93,2018,2020
"2907","Chimezie Metu",-1.22,0.34,-0.89,-0.8,0.48,-0.94,-0.11,0.23,0.06,2018,2020
"2908","Troy Daniels",-0.87,-0.03,-0.91,-0.34,-0.1,-0.46,0.48,-0.86,0.31,2018,2020
"2909","Gorgui Dieng",-2.14,1.24,-0.91,0.05,-0.15,-2.12,0.87,-0.3,0.56,2018,2020
"2910","Bonzie Colson",0.11,-1.02,-0.91,0.19,0.08,-0.29,-0.36,0.12,-0.64,2018,2020
"2911","Dewayne Dedmon",-0.93,0.01,-0.92,-1.31,0.46,0.17,0.1,0.31,-0.51,2018,2020
"2912","Michael Beasley",-0.51,-0.42,-0.93,0.25,0.1,-0.78,-0.25,-0.14,0.09,2018,2020
"2913","Wilson Chandler",0.01,-0.95,-0.94,-0.88,0.2,0.69,-0.56,0.09,-0.58,2018,2020
"2914","Sindarius Thornwell",-0.9,-0.05,-0.95,-0.19,0.05,-0.82,0.19,0.1,-0.11,2018,2020
"2915","Dario Saric",-0.22,-0.73,-0.95,-0.42,0.03,0.33,-0.86,0.9,-0.68,2018,2020
"2916","Nickeil Alexander-Walker",1.14,-2.1,-0.96,0.26,0.07,0.94,0.05,-0.87,-1.1,2018,2020
"2917","Markelle Fultz",-0.2,-0.77,-0.98,0.74,-0.21,-0.54,0.07,0.45,-0.87,2018,2020
"2918","Pau Gasol",-0.78,-0.22,-0.99,0.38,-0.26,-0.72,-0.65,0.39,-0.27,2018,2020
"2919","Meyers Leonard",-0.11,-0.89,-1,-0.49,-0.96,1.09,-0.28,0.97,-1.44,2018,2020
"2920","Miles Plumlee",-0.22,-0.79,-1.01,0.1,0.09,-0.42,0.16,-0.12,-0.9,2018,2020
"2921","Goga Bitadze",-1.26,0.24,-1.02,-0.41,-0.1,-0.65,-0.58,-0.49,1.22,2018,2020
"2922","OG Anunoby",-1.37,0.34,-1.03,-0.31,-0.31,-0.72,1.31,0.37,-1.49,2018,2020
"2923","Cameron Payne",-0.35,-0.69,-1.04,-0.06,-0.67,0.32,0.19,0.21,-1.07,2018,2020
"2924","James Nunnally",0.27,-1.32,-1.05,0.17,-0.38,0.56,-0.32,-0.15,-0.8,2018,2020
"2925","Evan Turner",-1.07,0.02,-1.05,-0.08,-0.2,-0.8,-0.73,-0.04,0.51,2018,2020
"2926","Robin Lopez",-1.16,0.09,-1.07,-0.8,-0.44,-0.08,-2.24,0.92,1.57,2018,2020
"2927","John Jenkins",-1.02,-0.08,-1.11,0.29,-0.74,-0.29,-0.83,0.2,0.44,2018,2020
"2928","Shake Milton",2.26,-3.37,-1.11,1.32,0.07,0.83,-0.95,0.1,-2.53,2018,2020
"2929","Zylan Cheatham",-0.43,-0.68,-1.12,-0.32,0.07,-0.16,-0.26,0,-0.45,2018,2020
"2930","Ian Mahinmi",-1.52,0.4,-1.12,-0.34,0.7,-2.14,0.68,-0.3,0.08,2018,2020
"2931","Tyler Cavanaugh",-0.49,-0.63,-1.12,-0.13,-0.07,-0.31,-0.08,-0.09,-0.43,2018,2020
"2932","Jaren Jackson Jr.",-1.98,0.86,-1.12,-0.5,-1.57,0,0.29,0.04,0.4,2018,2020
"2933","Vince Carter",-1.74,0.6,-1.13,0.26,-1.13,-0.81,0.68,-1.06,0.77,2018,2020
"2934","Lorenzo Brown",-1.77,0.64,-1.13,-0.9,0.13,-0.99,-0.04,-0.08,0.67,2018,2020
"2935","Hamidou Diallo",-0.92,-0.22,-1.14,-0.7,1.03,-1.45,-0.06,-0.13,-0.25,2018,2020
"2936","Alex Poythress",-0.67,-0.48,-1.15,-0.24,0.05,-0.77,0.1,0,-0.55,2018,2020
"2937","Robert Williams III",-0.28,-0.87,-1.16,0.29,-0.63,0.1,0.39,-1.02,0.11,2018,2020
"2938","Gabe Vincent",-1.1,-0.06,-1.16,-0.06,-0.19,-0.75,0.18,0.04,-0.06,2018,2020
"2939","Jordan McRae",-0.02,-1.14,-1.16,0.86,-0.45,-0.41,0.06,-0.09,-1.13,2018,2020
"2940","Jaxson Hayes",-0.51,-0.66,-1.17,-0.57,-0.15,0.33,0.69,-0.33,-0.96,2018,2020
"2941","Jeff Green",0.17,-1.35,-1.17,-0.73,-0.3,1.23,0.12,-0.87,-0.55,2018,2020
"2942","Kevin Hervey",-1.17,-0.02,-1.18,0.11,-0.05,-1.21,0.47,0.11,-0.56,2018,2020
"2943","Ivan Rabb",-0.76,-0.43,-1.19,-1.17,-0.03,0.33,0.18,0.25,-1.23,2018,2020
"2944","Jimmer Fredette",-0.66,-0.54,-1.2,0.21,-0.24,-0.57,-0.02,-0.03,-0.5,2018,2020
"2945","John Wall",-1.93,0.73,-1.2,-0.04,-1.01,-0.56,0.69,-0.78,0.74,2018,2020
"2946","Khem Birch",-1.12,-0.09,-1.21,-0.22,0.28,-1.35,0.2,0.22,-0.72,2018,2020
"2947","Kyle O'Quinn",0.04,-1.26,-1.21,-0.14,0.43,-0.42,-1.11,-0.24,-0.05,2018,2020
"2948","Moses Brown",-0.26,-0.96,-1.22,0.12,0.01,-0.24,-0.2,0.02,-0.71,2018,2020
"2949","Alfonzo McKinnie",0.22,-1.45,-1.23,-0.4,1.06,-0.34,0.03,-0.02,-1.44,2018,2020
"2950","C.J. Williams",-0.74,-0.5,-1.24,0.22,-0.48,-0.31,-0.03,-0.27,-0.11,2018,2020
"2951","Kyle Anderson",-2.73,1.48,-1.25,-0.78,-0.51,-1.37,-0.32,0.02,1.73,2018,2020
"2952","Marco Belinelli",0.07,-1.35,-1.28,0.14,-0.18,0.07,-1.09,0.14,-0.26,2018,2020
"2953","Zaza Pachulia",-1.76,0.47,-1.29,-0.42,-0.24,-1.16,-0.18,0.44,0.41,2018,2020
"2954","Cheick Diallo",-0.55,-0.74,-1.29,-0.58,-0.11,0.29,-0.65,-0.02,-0.23,2018,2020
"2955","Jarrell Brantley",-1.2,-0.1,-1.3,-0.4,-0.08,-0.71,-0.14,0.21,-0.23,2018,2020
"2956","Wendell Carter Jr.",-3.51,2.2,-1.3,-0.78,-0.22,-2.63,0.74,0.54,0.89,2018,2020
"2957","Trae Young",3.58,-4.88,-1.31,0,-0.25,3.87,-0.87,-0.9,-3.15,2018,2020
"2958","Chasson Randle",-0.41,-0.9,-1.31,0.49,-0.38,-0.47,0.05,0.21,-1.15,2018,2020
"2959","DeAndre' Bembry",-1.5,0.18,-1.32,-1.62,1.21,-1.14,1.23,-1.07,-0.08,2018,2020
"2960","JaMychal Green",-0.72,-0.59,-1.32,-0.3,0.53,-0.93,-0.3,0.21,-0.62,2018,2020
"2961","Tristan Thompson",-0.62,-0.74,-1.36,-0.55,1.33,-1.37,-1.07,1.03,-0.58,2018,2020
"2962","Bismack Biyombo",-1.67,0.31,-1.36,-0.34,0.14,-1.47,-0.98,0.46,0.92,2018,2020
"2963","Jason Smith",-1.6,0.22,-1.38,-0.24,-0.06,-1.16,-0.3,0.16,0.27,2018,2020
"2964","Trevor Ariza",-1.45,0.06,-1.4,-0.72,-1.33,0.49,0.49,-0.06,-0.42,2018,2020
"2965","Rodney Hood",-1.35,-0.05,-1.4,1,-0.88,-1.25,-0.09,0,-0.13,2018,2020
"2966","Bryn Forbes",-0.24,-1.2,-1.44,0.44,-1.75,0.68,-0.37,0.3,-1.07,2018,2020
"2967","Rodney McGruder",-0.78,-0.66,-1.44,-0.71,1.02,-1.08,-1.08,-0.37,0.68,2018,2020
"2968","Dragan Bender",-1.51,0.06,-1.45,-1.1,-0.96,0.37,-0.61,0.02,0.64,2018,2020
"2969","Jerome Robinson",-0.51,-0.94,-1.45,0,-0.16,-0.07,0.06,-0.1,-0.77,2018,2020
"2970","Melvin Frazier Jr.",-0.66,-0.79,-1.45,-0.02,0.48,-1.13,0.42,-0.1,-1.11,2018,2020
"2971","CJ Miles",-1.03,-0.43,-1.46,0.38,-0.33,-1.05,0.28,-0.17,-0.43,2018,2020
"2972","Kendrick Nunn",-0.54,-0.92,-1.46,-0.7,-0.16,0.43,-0.13,0.35,-1.01,2018,2020
"2973","Taj Gibson",-1.74,0.27,-1.46,-0.06,0.93,-2.36,0.58,-0.31,-0.14,2018,2020
"2974","Lance Stephenson",-0.68,-0.78,-1.47,0.12,-0.5,-0.27,-0.51,-0.24,-0.17,2018,2020
"2975","Salah Mejri",-1.03,-0.44,-1.47,-0.05,0.16,-1.01,-0.65,-0.2,0.28,2018,2020
"2976","Tim Frazier",-0.85,-0.65,-1.5,-0.67,-0.35,0.33,-0.09,0.46,-0.99,2018,2020
"2977","Coby White",-0.06,-1.45,-1.51,-0.53,0.76,-0.59,1.62,-0.6,-2.76,2018,2020
"2978","Pat Connaughton",-0.06,-1.46,-1.52,0.03,0.73,-0.76,-1.36,0.25,-0.18,2018,2020
"2979","Thomas Bryant",-0.71,-0.83,-1.53,0.06,-0.61,-0.15,-1.48,0.53,0.14,2018,2020
"2980","Dairis Bertans",-0.97,-0.57,-1.54,-0.1,-0.47,-0.18,-0.55,0.27,-0.29,2018,2020
"2981","Darius Bazley",-3.12,1.57,-1.54,-1.03,-0.38,-1.77,-0.07,0.04,1.66,2018,2020
"2982","James Ennis III",0.81,-2.38,-1.58,-0.78,0.79,0.88,0.57,-0.36,-2.73,2018,2020
"2983","Amir Johnson",-0.93,-0.64,-1.58,-0.31,0.01,-0.65,-0.25,0.11,-0.67,2018,2020
"2984","Jawun Evans",-1.21,-0.36,-1.58,-0.14,-0.21,-0.75,-0.05,-0.2,-0.05,2018,2020
"2985","Carmelo Anthony",-0.01,-1.59,-1.6,1.17,-1.23,0.02,-0.52,0.19,-1.21,2018,2020
"2986","Shai Gilgeous-Alexander",-0.48,-1.16,-1.64,-0.08,-1.53,1.49,-0.16,0.3,-1.49,2018,2020
"2987","Willy Hernangomez",-0.05,-1.6,-1.65,-0.41,1.36,-1.04,-0.77,0.56,-1.67,2018,2020
"2988","Allonzo Trier",-1.41,-0.24,-1.65,-1.05,1.1,-1.2,-0.04,-0.82,0.46,2018,2020
"2989","Anthony Tolliver",-1.19,-0.46,-1.65,0.65,-0.26,-1.75,0.35,-0.27,-0.47,2018,2020
"2990","Edmond Sumner",-1.05,-0.6,-1.65,-0.39,-0.23,-0.56,0.34,-0.54,-0.43,2018,2020
"2991","Jacob Evans",-1.78,0.1,-1.67,-0.14,-0.03,-1.61,0.13,-0.07,-0.1,2018,2020
"2992","Chris Silva",-0.35,-1.33,-1.68,-1.51,1.36,-0.93,0.33,-0.67,-0.8,2018,2020
"2993","Caleb Swanigan",-1.45,-0.24,-1.68,-1.36,0.04,-0.14,0.11,0,-0.36,2018,2020
"2994","Chandler Hutchison",-2.09,0.38,-1.71,-0.7,-0.01,-1.41,0.4,-0.02,-0.13,2018,2020
"2995","Troy Williams",-1.36,-0.36,-1.71,-0.49,0.02,-0.91,0.23,-0.07,-0.45,2018,2020
"2996","Javonte Green",-1.31,-0.4,-1.71,-1.06,-0.13,0.12,0.18,-0.07,-0.36,2018,2020
"2997","Troy Brown Jr.",-0.08,-1.65,-1.73,0.49,0.07,-0.58,0.45,-0.64,-1.31,2018,2020
"2998","Udonis Haslem",-1.97,0.23,-1.74,0.02,-0.46,-1.42,0.14,-0.05,0.16,2018,2020
"2999","Antonio Blakeney",-0.43,-1.31,-1.74,1.03,-0.96,-0.36,-1.28,0.13,0.01,2018,2020
"3000","Cam Reddish",-0.61,-1.14,-1.75,0.09,-0.1,-0.61,-0.14,-0.75,-0.36,2018,2020
"3001","Miles Bridges",0.12,-1.87,-1.75,-0.3,0.31,0.15,-1,0.21,-1.22,2018,2020
"3002","Tony Snell",-0.6,-1.22,-1.83,-0.25,0,-0.48,-0.7,-0.06,-0.66,2018,2020
"3003","Deonte Burton",-3.27,1.4,-1.87,0.32,-0.83,-2.4,0.46,-0.18,1.3,2018,2020
"3004","Gary Clark",-0.42,-1.46,-1.88,-0.37,0,-0.34,-0.59,-0.98,0.07,2018,2020
"3005","Juan Toscano-Anderson",-1.12,-0.77,-1.89,-0.61,0,-0.72,0.2,-0.35,-0.42,2018,2020
"3006","Khyri Thomas",-1.56,-0.35,-1.91,0.12,0.47,-2.44,0.01,-0.24,0.15,2018,2020
"3007","Zach LaVine",0.43,-2.35,-1.92,-0.69,-0.33,1.42,-0.78,0.08,-1.51,2018,2020
"3008","Frank Jackson",0.22,-2.15,-1.93,0.28,0.06,-0.1,-0.56,-0.89,-0.67,2018,2020
